candidate_id,candidate_name,job_role,education,experience_years,resume_skills
1354,Devansh Arora,AI Engineer,B.Tech,5,"aws, python, tableau, numpy"
1355,Raagini Palla,System Administrator,MCA,9,"aws, excel"
1356,Tarak Chokshi,Web Developer,B.Sc,2,"html, git"
1357,Janaki Ben,Data Analyst,MCA,2,"linux, excel, sql, data analysis"
1358,Bina Nayak,Data Scientist,B.Sc,4,"data analysis, machine learning, communication, excel, pandas, sql"
1359,Gautam Munshi,Data Analyst,B.Sc,3,"tableau, sql, data analysis"
1360,Raagini Brahmbhatt,AI Engineer,MCA,4,"aws, c++, machine learning, django"
1361,Zansi Taneja,AI Engineer,B.Sc,2,"machine learning, c++, numpy, django, python, pandas"
1362,David Bhatia,Data Analyst,B.Tech,9,"power bi, excel, pandas, data analysis"
1363,Bimala Konda,Web Developer,M.Tech,9,"javascript, power bi, react"
1364,Chandran Chaudhry,Software Engineer,B.Tech,3,"c++, tableau, react"
1365,Meera Tailor,Data Analyst,MCA,0,"numpy, django, excel, python, sql"
1366,Kavya Mistry,Software Engineer,B.Sc,6,"aws, linux, java, react, django, excel"
1367,Anirudh Borah,Web Developer,B.Tech,5,"communication, html, aws"
1368,Vedant Singh,Data Analyst,M.Tech,8,"excel, sql"
1369,Amruta Tiwari,Software Engineer,B.Sc,7,"linux, git, react, java"
1370,Ethan Bahri,Web Developer,B.Sc,4,"django, javascript, excel, pandas"
1371,Ekta Chaudhry,Data Scientist,M.Tech,10,"python, tableau"
1372,Raagini Nayak,System Administrator,B.Sc,2,"linux, power bi, numpy"
1373,Meera Vora,AI Engineer,MCA,0,"django, numpy, machine learning, pandas"
1374,Zansi Cheema,AI Engineer,MCA,2,"aws, linux, machine learning, excel"
1375,Onveer Mohan,Software Engineer,B.Tech,10,"aws, linux, tableau, pandas"
1376,Siya Borra,System Administrator,M.Tech,8,"aws, python, linux, react"
1377,Jagrati Doctor,Data Analyst,B.Tech,8,"communication, python, excel, numpy"
1378,Dev Sankar,AI Engineer,M.Tech,1,"aws, python, git, pandas"
1379,Dhruv Prasad,Web Developer,B.Sc,7,"html, excel, css"
1380,Ikshita Sibal,Data Analyst,M.Tech,1,"numpy, git, excel, data analysis"
1381,Chaitaly Mani,Web Developer,M.Tech,7,"html, numpy, django, javascript, pandas"
1382,Ryan Tak,AI Engineer,B.Sc,4,"aws, tableau, excel, python, pandas"
1383,Amara Pant,Data Scientist,B.Tech,4,"git, linux, machine learning, sql"
1384,Saksham Karnik,Web Developer,MCA,2,"aws, tableau, html, git, css"
1385,Frado Gulati,Data Analyst,B.Tech,0,"python, django, pandas, data analysis"
1386,Finn Mammen,AI Engineer,B.Sc,1,"aws, c++, numpy, power bi"
1387,Chandresh Karan,Data Analyst,B.Sc,8,"excel, data analysis, tableau"
1388,Ansh Mitra,Web Developer,MCA,8,"aws, javascript, excel"
1389,Eta Samra,Data Scientist,B.Sc,6,"git, django, data analysis"
1390,Peter Baral,Software Engineer,B.Sc,2,"aws, power bi, java"
1391,Kalpit Chakraborty,AI Engineer,MCA,4,"communication, c++"
1392,Oni Mammen,Software Engineer,B.Tech,5,"aws, java"
1393,Abdul Pandey,System Administrator,M.Tech,2,"aws, linux, numpy"
1394,Vanya Sengupta,AI Engineer,M.Tech,6,"aws, git, machine learning"
1395,Balhaar Chanda,Data Scientist,B.Sc,3,"django, python, machine learning, data analysis"
1396,Viraj Tripathi,AI Engineer,M.Tech,5,"c++, machine learning, react"
1397,Liam Pandit,Data Scientist,MCA,7,"aws, machine learning, react"
1398,Wriddhish Ganesan,AI Engineer,B.Tech,6,"git, c++, machine learning, django"
1399,Upkaar Sami,Data Analyst,B.Sc,6,"communication, python, excel"
1400,Andrew Loke,Web Developer,B.Tech,3,"html, git, css"
1401,Chatresh Doctor,Data Analyst,B.Tech,9,"linux, tableau, sql, data analysis"
1402,Hitesh Narain,System Administrator,B.Sc,10,"communication, python"
1403,Prisha Radhakrishnan,System Administrator,M.Tech,3,"python, git, tableau"
1404,Ekani Bail,System Administrator,MCA,7,"aws, python, react"
1405,Kai Dada,Software Engineer,B.Tech,10,"c++, numpy, tableau, react"
1406,Nitara Bhattacharyya,Data Analyst,B.Sc,5,"communication, numpy, excel, data analysis"
1407,Chandran Purohit,System Administrator,B.Tech,4,"aws, linux, python, power bi"
1408,Wazir Chakraborty,System Administrator,B.Sc,6,"aws, python, git, tableau"
1409,Devansh Ray,Data Scientist,B.Tech,0,"python, machine learning, tableau, numpy"
1410,Henry Agrawal,Software Engineer,B.Tech,8,"aws, c++, java, pandas"
1411,Max Walla,AI Engineer,B.Tech,5,"c++, python, git, tableau"
1412,Fiyaz Edwin,System Administrator,B.Sc,4,"aws, git, excel"
1413,Yoshita Kata,Software Engineer,MCA,1,"c++, linux, tableau, java"
1414,Netra Cherian,Data Analyst,B.Sc,6,"numpy, sql, pandas"
1415,Turvi Ram,Web Developer,B.Sc,6,"numpy, excel, css"
1416,Isaiah Mand,Data Analyst,B.Sc,7,"power bi, sql"
1417,Krish Sami,Data Scientist,MCA,1,"data analysis, communication, django, python, pandas, sql"
1418,Mohammed Gour,Software Engineer,MCA,0,"communication, excel, java"
1419,Urishilla Bahri,AI Engineer,M.Tech,7,"python, machine learning, power bi, numpy"
1420,Ekaraj Bath,System Administrator,MCA,6,"aws, git, python, django"
1421,Yashoda Naik,Software Engineer,MCA,4,"c++, django, java"
1422,Ranveer Sarraf,Data Scientist,MCA,2,"aws, python, sql, data analysis"
1423,Jeet Ramanathan,Web Developer,M.Tech,4,"javascript, excel, css"
1424,Janya Tata,System Administrator,B.Tech,5,"python, linux, tableau, numpy"
1425,Rishi Shanker,System Administrator,B.Tech,3,"aws, python, linux"
1426,Orinder Gill,AI Engineer,B.Sc,7,"react, c++, excel, python, pandas"
1427,Manbir Anand,Software Engineer,MCA,3,"aws, c++, pandas"
1428,Aachal Choudhry,Data Analyst,MCA,0,"python, power bi"
1429,Isaiah Ahuja,Data Analyst,MCA,10,"excel, pandas, data analysis, tableau"
1430,Bimala Muni,Data Scientist,M.Tech,2,"python, git, pandas, data analysis"
1431,Vansha Master,Software Engineer,B.Tech,6,"c++, power bi"
1432,Rayaan Johal,Data Analyst,M.Tech,9,"power bi, data analysis"
1433,Aradhana Sundaram,System Administrator,B.Sc,8,"aws, linux, react"
1434,Fiyaz Sachar,Data Scientist,MCA,6,"data analysis, machine learning, communication, excel, python, pandas"
1435,Utkarsh Sundaram,Web Developer,B.Tech,8,"django, git, javascript, react"
1436,Ishwar Ramachandran,Data Analyst,MCA,2,"numpy, excel, pandas"
1437,Ikshita Raman,Data Scientist,MCA,7,"linux, data analysis, react, python, pandas"
1438,Saanvi Walia,System Administrator,M.Tech,3,"aws, linux, tableau, communication, python"
1439,Frederick Borra,Web Developer,B.Tech,0,"numpy, javascript"
1440,Saumya Chand,Data Analyst,M.Tech,10,"power bi, excel, pandas"
1441,Ayushman Edwin,System Administrator,M.Tech,7,"linux, excel, numpy"
1442,Darsh Buch,Web Developer,B.Sc,10,"communication, css"
1443,Indrajit Dhar,AI Engineer,B.Sc,4,"aws, machine learning, communication, django, excel, python"
1444,Charles Srinivasan,Software Engineer,B.Sc,0,"linux, excel, java"
1445,Aishani Muni,System Administrator,B.Tech,4,"aws, python, tableau, numpy"
1446,Manya Prabhu,Data Analyst,B.Sc,5,"communication, excel, sql, data analysis"
1447,Anita Dhar,AI Engineer,B.Tech,9,"python, tableau, react, pandas"
1448,Jai Palla,Data Analyst,B.Tech,4,"communication, python, excel, sql"
1449,Upkaar Thakkar,Software Engineer,B.Tech,9,"aws, linux, git, c++, django, excel"
1450,Jasmit Setty,Web Developer,B.Sc,6,"django, numpy, javascript, css"
1451,Pavani Konda,Software Engineer,MCA,6,"aws, tableau"
1452,Nathan Sekhon,Web Developer,M.Tech,5,"communication, html, numpy, power bi"
1453,Damini Jhaveri,Web Developer,MCA,0,"communication, html"
1454,Yashodhara Shenoy,System Administrator,M.Tech,3,"python, git, react"
1455,Yash Ramanathan,Data Analyst,M.Tech,10,"excel, react, sql, data analysis"
1456,Dalaja Gopal,Web Developer,M.Tech,0,"react, communication, css, javascript, pandas"
1457,Dalbir Chaudry,Web Developer,B.Tech,8,"linux, git, react, css"
1458,Upadhriti Tank,Data Scientist,MCA,10,"tableau, data analysis, git, machine learning, sql"
1459,Jasmit Kumar,Software Engineer,B.Tech,10,"aws, communication, excel"
1460,Vidhi Bakshi,AI Engineer,M.Tech,2,"communication, c++"
1461,Ishanvi Rout,Data Scientist,B.Tech,4,"python, excel, data analysis"
1462,Yochana Sastry,System Administrator,B.Sc,9,"aws, pandas"
1463,Yashvi Hayer,System Administrator,B.Tech,1,"git, python, linux, numpy"
1464,Patrick Karan,Web Developer,MCA,2,"django, git, javascript, tableau"
1465,George Edwin,Data Analyst,B.Sc,8,"power bi, excel, tableau"
1466,Madhavi Lal,System Administrator,B.Tech,5,"aws, communication, react"
1467,Vasana Vyas,System Administrator,B.Sc,5,"communication, python, linux, pandas"
1468,Caleb Bhandari,Software Engineer,MCA,10,"c++, react"
1469,Xalak Vasa,Web Developer,M.Tech,9,"aws, javascript, excel, pandas"
1470,Lohit Pradhan,Software Engineer,M.Tech,8,"linux, react, java, tableau"
1471,Mitali Patel,System Administrator,B.Tech,7,"linux, numpy"
1472,Arya Rastogi,AI Engineer,B.Tech,4,"aws, python, power bi, numpy"
1473,Hitesh Dar,Software Engineer,MCA,8,"c++, django"
1474,Ekanta Shroff,AI Engineer,B.Tech,7,"machine learning, react, c++, django, pandas"
1475,Anusha Dewan,System Administrator,B.Sc,3,"aws, communication, git, power bi"
1476,Unnati Char,System Administrator,B.Sc,2,"linux, django, power bi, react"
1477,Warjas Dhawan,AI Engineer,M.Tech,0,"aws, c++, python, git"
1478,Ekaraj Aggarwal,Software Engineer,M.Tech,5,"linux, git"
1479,Anmol Mammen,System Administrator,B.Sc,7,"aws, python, git"
1480,Chameli Ramakrishnan,Web Developer,M.Tech,9,"html, linux, git, css"
1481,Frederick Ganguly,Software Engineer,MCA,10,"linux, tableau, communication, c++, power bi"
1482,Jagat Raval,System Administrator,B.Tech,2,"aws, python, numpy"
1483,Rayaan Virk,Web Developer,B.Sc,0,"javascript, excel"
1484,Jonathan Subramanian,Software Engineer,B.Sc,5,"aws, linux, git, java"
1485,Balendra Sundaram,System Administrator,M.Tech,2,"linux, power bi, numpy"
1486,Wishi Banerjee,Software Engineer,M.Tech,7,"aws, tableau, pandas"
1487,Gaurika Jayaraman,Data Analyst,MCA,4,"linux, data analysis, django, excel, python, sql"
1488,Joshua Venkataraman,Web Developer,M.Tech,9,"linux, html, git, react, javascript"
1489,Alka Bedi,Data Analyst,B.Tech,4,"git, pandas, data analysis"
1490,Azad Sundaram,Data Scientist,B.Tech,2,"python, machine learning, power bi, data analysis"
1491,Ubika Edwin,System Administrator,M.Tech,1,"aws, linux, tableau, pandas"
1492,Chakradev Butala,Software Engineer,B.Tech,7,"django, power bi, java, tableau"
1493,Avni Ben,Data Analyst,B.Sc,9,"linux, data analysis, git, python, sql"
1494,Eiravati Mangal,System Administrator,MCA,6,"aws, linux, tableau"
1495,Vedant Sarraf,Data Analyst,MCA,7,"power bi, django, excel, numpy"
1496,Harita Bhatnagar,System Administrator,B.Tech,5,"linux, tableau"
1497,Jalsa Khurana,Web Developer,B.Sc,1,"aws, html, numpy, css"
1498,Atharv Chatterjee,Data Analyst,M.Tech,4,"python, excel, data analysis, numpy"
1499,Zaitra Chaudhary,Data Analyst,B.Sc,10,"django, tableau, data analysis"
1500,William Behl,Software Engineer,B.Sc,6,"aws, c++"
1501,Zansi Tak,Data Scientist,MCA,0,"git, machine learning, tableau, react"
1502,Pavani Kakar,Software Engineer,B.Tech,6,"aws, linux, tableau, git, communication, c++"
1503,Alexander Baral,Data Scientist,MCA,6,"excel, sql"
1504,Rudra Rastogi,Software Engineer,B.Sc,2,"aws, c++, react, java"
1505,Alka Bandi,Data Analyst,MCA,6,"aws, linux, data analysis, python, sql"
1506,Chandresh Kata,Data Analyst,MCA,7,"python, git, sql, data analysis"
1507,Divya Virk,Data Scientist,B.Sc,4,"machine learning, excel, power bi, python, pandas"
1508,Jagat Manne,Software Engineer,M.Tech,0,"aws, c++"
1509,Diya Yogi,System Administrator,B.Tech,6,"aws, python, git, numpy"
1510,Ucchal Dixit,Software Engineer,M.Tech,8,"aws, linux, django, tableau"
1511,Hiral Roy,Data Scientist,B.Tech,0,"aws, linux, django, sql"
1512,Barkha Borah,AI Engineer,B.Tech,6,"numpy, machine learning, pandas"
1513,Kai Kashyap,System Administrator,B.Tech,4,"linux, tableau"
1514,Yuvraj Gulati,Data Scientist,B.Tech,5,"python, power bi"
1515,Wyatt Upadhyay,Data Scientist,MCA,4,"git, communication, django, python, sql"
1516,Mahika Oza,Software Engineer,B.Sc,10,"aws, c++, power bi, java"
1517,Advaith Mannan,Data Scientist,MCA,6,"python, pandas"
1518,Wakeeta Patel,System Administrator,B.Tech,7,"aws, linux, git, django, power bi"
1519,Arin Ramakrishnan,Data Scientist,MCA,2,"linux, data analysis, python, pandas, sql"
1520,Anmol Chopra,Web Developer,M.Tech,6,"numpy, pandas, css"
1521,Ishanvi Gokhale,AI Engineer,B.Sc,6,"django, c++, python, machine learning"
1522,Raksha Dua,Software Engineer,B.Tech,5,"aws, linux, java, react, c++"
1523,Zarna Chacko,Data Scientist,MCA,5,"excel, python, power bi, data analysis"
1524,Garima Divan,Web Developer,M.Tech,9,"excel, html, django, react"
1525,Yochana Nadkarni,AI Engineer,M.Tech,1,"machine learning, communication, c++, power bi, python"
1526,Advik Iyer,System Administrator,B.Tech,0,"linux, power bi, react"
1527,Krishna Rout,Software Engineer,B.Tech,7,"aws, tableau, java, git, c++, pandas"
1528,Karan Shankar,AI Engineer,B.Tech,1,"python, machine learning, tableau"
1529,Charan Pandya,System Administrator,B.Sc,8,"linux, django"
1530,Falguni Pradhan,Data Scientist,B.Sc,5,"aws, python, numpy"
1531,Aarini Reddy,Web Developer,MCA,3,"django, javascript, tableau, css"
1532,Andrew Bora,Web Developer,B.Tech,4,"html, linux, tableau"
1533,Umang Nair,Software Engineer,M.Tech,8,"c++, linux, power bi, java"
1534,Unni Saha,AI Engineer,B.Tech,1,"aws, machine learning, c++, numpy, python, pandas"
1535,Udant Gokhale,AI Engineer,B.Tech,0,"communication, machine learning, react, pandas"
1536,Tanvi Sandhu,AI Engineer,B.Tech,3,"aws, c++, python, communication"
1537,Faris Wadhwa,Software Engineer,B.Sc,6,"aws, linux, tableau, java, power bi"
1538,Kevin Cheema,AI Engineer,M.Tech,10,"linux, tableau, c++, django, python"
1539,Yahvi Chana,Data Analyst,B.Sc,8,"python, django, excel"
1540,Anya Parmar,System Administrator,M.Tech,8,"aws, linux"
1541,Edhitha Luthra,Data Analyst,MCA,7,"excel, sql, data analysis, tableau"
1542,Girish Bali,AI Engineer,B.Tech,8,"c++, python, react"
1543,Timothy Grewal,Data Scientist,M.Tech,9,"aws, machine learning"
1544,Janani Bera,AI Engineer,B.Tech,10,"aws, c++, git, machine learning"
1545,Harish Biswas,AI Engineer,MCA,6,"django, python, git"
1546,Jai Yadav,Data Scientist,MCA,2,"python, linux, pandas, data analysis"
1547,Arjun Pall,Data Analyst,M.Tech,0,"communication, python, excel"
1548,Brinda Chokshi,System Administrator,MCA,8,"aws, python, react"
1549,Waida Srivastava,Data Scientist,MCA,7,"tableau, data analysis, machine learning, communication, python, pandas"
1550,Advay Chander,Data Analyst,MCA,2,"numpy, excel, sql"
1551,Aditya Dutta,Software Engineer,B.Sc,1,"aws, linux, excel, java"
1552,Gautam Soni,Data Analyst,B.Sc,5,"tableau, numpy, django, excel, python"
1553,Manan Desai,AI Engineer,B.Sc,0,"communication, c++, python, numpy"
1554,Gopal Bora,AI Engineer,B.Tech,9,"aws, linux, tableau, machine learning, python"
1555,Gavin Rao,Web Developer,M.Tech,7,"linux, javascript, tableau"
1556,Alexander Manda,System Administrator,MCA,8,"aws, linux, numpy, power bi, python"
1557,Netra Sura,Software Engineer,B.Sc,1,"communication, c++, linux, java"
1558,Pushti Kurian,Data Analyst,MCA,1,"aws, linux, git, excel"
1559,Maya Banik,Web Developer,B.Tech,3,"html, tableau, css"
1560,Ekaja Salvi,Data Analyst,M.Tech,1,"aws, git, excel, power bi, python"
1561,Praneel Sant,Software Engineer,MCA,1,"communication, linux, java"
1562,Watika Setty,Web Developer,B.Sc,1,"django, excel, css, javascript, pandas"
1563,Faris Tara,Data Scientist,M.Tech,6,"machine learning, pandas"
1564,Charles Luthra,Software Engineer,MCA,3,"aws, linux, java"
1565,Janya Menon,System Administrator,M.Tech,6,"django, python, linux, tableau"
1566,Manya Patil,System Administrator,B.Sc,6,"python, linux, power bi"
1567,Sai Chand,System Administrator,M.Tech,10,"aws, linux, tableau"
1568,Janani Chaudhari,Web Developer,B.Sc,10,"communication, html, numpy, excel"
1569,Chatura Buch,Data Analyst,M.Tech,8,"python, excel, pandas, tableau"
1570,Siya Walia,System Administrator,B.Tech,4,"aws, communication, linux, power bi"
1571,Logan Bumb,Data Scientist,B.Sc,9,"python, sql, numpy"
1572,Mahika Zacharia,System Administrator,B.Sc,8,"python, tableau"
1573,Bina Ghose,Web Developer,B.Sc,4,"html, git, css"
1574,Lopa Ganesh,Software Engineer,B.Sc,8,"communication, linux"
1575,Banjeet Panchal,Data Analyst,MCA,1,"data analysis, react, numpy, excel, pandas, sql"
1576,Barkha Gala,Data Analyst,M.Tech,8,"aws, linux, tableau, excel, sql"
1577,Aarush Brahmbhatt,Web Developer,B.Tech,9,"aws, html, django, react"
1578,Chaaya Sawhney,Data Analyst,M.Tech,6,"data analysis, numpy, power bi, pandas, sql"
1579,Laban Taneja,Data Scientist,MCA,6,"communication, python, machine learning"
1580,Bina Chaudhry,AI Engineer,MCA,6,"aws, tableau, communication, c++, python"
1581,Varenya Dyal,Web Developer,MCA,2,"html, linux, javascript"
1582,Divya Arora,Data Analyst,B.Sc,0,"excel, sql"
1583,Faris Bahl,Web Developer,B.Sc,1,"communication, power bi, javascript, react"
1584,Sai Sabharwal,System Administrator,M.Tech,1,"linux, git"
1585,Jagrati Sodhi,Software Engineer,B.Sc,0,"aws, tableau, java, git, pandas"
1586,Eshana Acharya,System Administrator,B.Tech,1,"python, linux, power bi"
1587,Ekavir Thaman,Data Scientist,B.Tech,6,"python, django, react"
1588,Sathvik Rana,Software Engineer,M.Tech,1,"aws, excel, power bi, java"
1589,Kamala Srinivasan,Data Scientist,B.Tech,0,"python, tableau, numpy"
1590,Anya Bains,Web Developer,B.Tech,5,"power bi, javascript, tableau, react"
1591,Ekalinga Ray,Web Developer,B.Sc,6,"aws, javascript, react"
1592,Upadhriti Patel,Software Engineer,MCA,9,"aws, java, react, c++, django"
1593,Mekhala Sangha,Web Developer,B.Tech,5,"html, linux, pandas, css"
1594,Bhavika Shah,System Administrator,B.Sc,10,"git, communication, linux, django"
1595,Yahvi Chaudhari,System Administrator,M.Tech,7,"linux, excel"
1596,Osha Rajagopalan,AI Engineer,M.Tech,8,"aws, c++, machine learning, tableau"
1597,Dayamai Bhat,Web Developer,B.Sc,1,"pandas, css"
1598,Shivani Prakash,AI Engineer,B.Tech,7,"aws, machine learning, django, react"
1599,Karan Misra,Web Developer,B.Tech,7,"html, tableau"
1600,Faqid Devi,System Administrator,M.Tech,4,"aws, linux, react"
1601,Jagdish Hayer,Data Analyst,M.Tech,8,"linux, git, excel, sql"
1602,Zilmil Wali,Data Scientist,MCA,3,"react, linux, tableau, sql"
1603,Diya Khatri,Data Scientist,B.Sc,8,"python, sql, numpy"
1604,Shaurya Gola,Data Scientist,MCA,5,"power bi, sql"
1605,Ishita Chadha,System Administrator,B.Sc,10,"aws, linux, django"
1606,Simon Merchant,AI Engineer,B.Sc,2,"aws, react, communication, c++, python"
1607,Janaki Chacko,Data Scientist,B.Tech,8,"communication, python, git"
1608,Ethan Raja,Software Engineer,MCA,8,"aws, c++, git, excel"
1609,Henry Rastogi,System Administrator,MCA,8,"python, power bi, pandas, tableau"
1610,Ayushman Datta,Software Engineer,B.Sc,8,"aws, linux, java, c++, pandas"
1611,Elijah Balasubramanian,System Administrator,M.Tech,6,"python, power bi"
1612,Samar Setty,Data Analyst,M.Tech,3,"django, excel, sql"
1613,Avni Bhandari,Data Analyst,B.Sc,4,"communication, data analysis"
